"corpus_id","doi","mag_id","title","publication_year","citation_count","abstract","query_set"
"154094000","10.2139/ssrn.1667612","1607936294","Kyoto's Climate Game and How to Fix it","2010","0","The Kyoto summit initiated an international game of cap and trade. Unlike a national policy, the essence of this game is the self-selection of national emission targets. This differs from the standard global public-goods game because targets are met in the context of a global carbon market. This changes the outcome of the notoriously uncooperative public-goods game. The equilibrium of the new game may increase or decrease total abatement. If it increases abatement the resulting carbon price will be no greater than the average public-goods price. Typically, high abaters in the public goods game will target more abatement in the cap-and-trade game, while low abaters will target less. Given such a dismal outcome the policy game should be changed to the global price-target game. In the same setting where cap-and-trade reduces abatement, this game induces optimal abatement. But, realistically, it must include a Green Fund whose strength is linked to the price target. This will induce poor countries to favor as high a price target as rich countries, reversing the polarizing and anti-cooperative tendencies of cap and trade.","[""abstract""]"
"154107649","10.4324/9781315819594","1599848019","Is the environment a luxury? : an inquiry into the relationship between environment and income","2014","10","Preface 1. Introduction Part I: Income and environmental quality - Theory and Empirics 2. Willingness to Pay for Environmental Quality 3. The Income Elasticity of the Impact of Climate Change Part II: The Distributional Incidence of Benefits of Environmental Improvements 4. Environmental Goods and the Distribution of Income Environment and Resource Economics 5. How Much do we Care about Air Quality Improvements? Evidence from Italian Households Part III: The Distributional Incidence of the Costs of Environmental Policies: the case of carbon/energy taxes 6. Household level studies on the distributional impact of carbon/energy taxes 7. Firm level studies on the distributional impact of carbon/energy taxes 8. Distributional Effects of Carbon Pricing in Ireland: a CGE approach Part IV: The Role of Fairness and Distributional Weights in Environmental Public goods Provision 9. Distributional Weights in Cost-Benefit Analysis. Should we forget about them? 10. Fair Air: Distributive Justice and Environmental Economics","[""abstract""]"
"154112313","null","1578186612","Bounded Governance: The Politics of Carbon Pricing in Australia","2011","0","null","[""title""]"
"154123642","null","1909416607","Radical change in energy intensive UK industry","2015","8","Managing energy demand is essential to energy security and climate change mitigation. The industrial sector accounts for over a fifth of UK primary energy demand and greenhouse gas emissions. Energy intensive industry is uniquely restricted in the way it uses energy and emits greenhouse gasses. In this thesis, the potential of radical measures to achieve significant energy demand reduction and emissions abatement in UK energy intensive industry is assessed. Adopted is a multidisciplinary approach combining thermodynamic and techno-economic analysis techniques. Bottom-up assessments are applied to key energy intensive sectors of industry to capture the diverse and interactive array of technological characteristics invisible from a top-down perspective. Detailed projection models are built to design and analyse technology roadmaps for the sectors out to 2050. In an illustrative roadmap assessment, the technological pathways of radical process transition and carbon sequestration were each shown to achieve about 80% abatement in 2050 from 1990 emissions levels. Radical process transition achieved greater abatement before 2030 and this was reflected in lower cumulative emissions over the full period. Higher risk is associated with carbon sequestration from its reliance on timely access to CO2 transport and storage technology to compensate for lower short-medium term abatement. Although, combining carbon sequestration with high levels of biomass combustion indicated the largest potential abatement to 2050. Abatement economics in the iron and steel sector are notably sensitive to resource costs and the carbon trading price. The carbon trading price influences relative production costs in favour of higher abating pathways, but increases absolute costs. This signals the need for supportive policy measures that accelerate technology development and deployment while mitigating the risk of the carbon trading price to competitiveness. Some carbon capture technologies reduce relative production cost even in the absence of a carbon price, but this excludes the cost of CO2 transport and storage. Meanwhile, radical process transition pathways have a higher dependence on the future prices of natural gas, electricity, and scrap. Future work should focus on expanding the economic appraisal to other sectors and to indirect costs, as well as incorporating wider material efficiency strategies and running different future scenarios.","[""abstract""]"
"154136976","null","1602169513","Inventing Trade Remedies in Response to Climate Change","2011","2","The most likely source for international trade conflict in the next decade - and the greatest potential force for inducing structural change to the global trading system - is the continuing roll-out of climate change measures. Indeed, such conflict is likely even were a post-Kyoto global climate change regime to fail to develop. Trade conflict may be unavoidable in a world of uncoordinated and conflicting national responses to global climate change.The international trade politics of GHG limits are complex. Both cap-and-trade and carbon tax approaches will increase the cost of production of energy-intensive goods. Some important categories of internationally traded goods, such as steel and cement, are particularly affected. The shock of cost escalation will drive local producers to scrutinize the cost of carbon paid by rivals producing in other countries. New cries of unfair trade will likely sound in the event that there are (as there likely will be) large disparities in the prices of carbon between different WTO members. Differentials in national carbon prices are artifacts of the GHG emissions caps implemented by various states. It is carbon price differentials which are at the heart of the international trade/climate change collision.Assuming that some form of import restriction will be an inevitable accompaniment to domestic carbon emission limits, there is a range of tools available. Whatever the political appeal of border adjustments, their practical administration is daunting. Implementing border adjustments will likely involve high expense and considerable inaccuracy. Crude results will result in either ineffective discrimination or an unfair burden on trade. As such, a proposal for border adjustments may fall under its own weight. Occasional and exceptional measures - import restrictions as a trade remedy, modeled on anti-dumping duties, countervailing duties, and safeguard actions - may be a better solution than widely and routinely applicable border tax adjustments.","[""abstract""]"
"154148396","10.1111/j.1467-8462.2011.00668.x","2035039935","Designing a Carbon Price Policy: Introduction","2012","2","This introduction outlines the main choices that the Australian Government had in designing a carbon price policy. It concludes with an assessment of the findings of the articles in this Policy Forum.","[""abstract"",""title""]"
"154154484","null","1858743503","Rôle du signal prix du carbone sur les décisions d'investissement des entreprises","2011","3","This PhD thesis focuses on the impact of the European Union Emissions Trading Scheme (EU ETS) on investment decisions in the European power sector. We provide the policy background on the EU ETS and contemporary policy and economic developments. We discuss the main types of compliance buyers’ responses to the EU ETS constraint: emissions reductions, acquisitions of additional compliance assets, and other responses. We present the results of an empirical survey of the most carbon constrained European utilities. We show that strategic and economic considerations prevailed over the introduction of the carbon price. We discuss the impact of those investments on European utilities’ EU ETS profile by looking at the potentially locked-in emissions, changes in the compliance perimeter and some specific developments relative to carbon leakage and Kyoto offsets. We offer a review of the investment decision-making approaches. Exploring the impact of carbon price scenarios on generation investment portfolios, we are able to identify that: the EU ETS has a moderate but central reallocation role in power generation investment portfolios; insights into the long-term carbon price trend are particularly helpful to unlock investment; some much discussed policy provisions only have a relatively small impact on investment portfolios; carbon price expectations impact decisions relative to power generation investment portfolios; while the EU ETS has a central role, the climate and non-climate policy mix matters most.","[""abstract""]"
"154175733","10.2139/ssrn.1678070","1569270448","Better Together? The Implications of Linking Canada - US Greenhouse Gas Policies","2010","16","The Canadian and American economies are inextricably intertwined through trade. As the two countries debate plans to curb greenhouse gas (GHG) emissions, policymakers in both countries must consider how emissions policies, such as an emissions trading system that sets economy-wide limits on GHG emissions and allows firms to trade GHG emissions permits for the right to pollute, might coexist. This paper analyzes the implications of linking elements of potential Canadian and American GHG emissions trading systems, including the scope of emissions covered by the systems, national emissions-reduction targets, emissions permit prices, and cross-border trade of emissions permits. This assessment indicates that linked allowance trade with the US would not necessarily be the best policy for Canada to pursue, as the US develops its own system. Instead, Canada should forge ahead with its own system, while minimizing the risk of getting too far out of step with the US on relative carbon prices. A policy of “go-it-alone” with similar carbon price expectations, and a targeted innovation agenda, seems to be a low-risk strategy for Canada as it develops its emissions policies.","[""abstract""]"
"154182715","10.1111/abac.12006","3022452598","The Cost of Carbon: Capital Market Effects of the Proposed Emission Trading Scheme (ETS)","2011","193","In March 2008, the Australian Government announced its intention to introduce a national Emissions Trading Scheme (ETS), now expected to start in 2015. This impending development provides an ideal setting to investigate the impact an ETS in Australia will have on the market valuation of Australian Securities Exchange (ASX) firms. This is the first empirical study into the pricing effects of the ETS in Australia. Primarily, we hypothesize that firm value will be negatively related to a firm's carbon intensity profile. That is, there will be a greater impact on firm value for high carbon emitters in the period prior (2007) to the introduction of the ETS, whether for reasons relating to the existence of unbooked liabilities associated with future compliance and/or abatement costs, or for reasons relating to reduced future earnings. Using a sample of 58 Australian listed firms (constrained by the current availability of emissions data) which comprise larger, more profitable and less risky listed Australian firms, we first undertake an event study focusing on five distinct information events argued to impact the probability of the proposed ETS being enacted. Here, we find direct evidence that the capital market is indeed pricing the proposed ETS. Second, using a modified version of the Ohlson (1995) valuation model, we undertake a valuation analysis designed not only to complement the event study results, but more importantly to provide insights into the capital market's assessment of the magnitude of the economic impact of the proposed ETS as reflected in market capitalization. Here, our results show that the market assesses the most carbon intensive sample firms a market value decrement relative to other sample firms of between 7% and 10% of market capitalization. Further, based on the carbon emission profile of the sample firms we imply a ‘future carbon permit price’ of between AUD$17 per tonne and AUD$26 per tonne of carbon dioxide emitted. This study is more precise than industry reports, which set a carbon price of between AUD$15 to AUD$74 per tonne.","[""abstract""]"
"154185973","10.4155/cmt.10.1","2011239916","Policy Update: Managing carbon leakage","2010","47","35 future science group www.future-science.com 10.4155/CMT.10.1 © 2010 Future Science Ltd When governments plan legislation to put a price on greenhouse gas emissions (carbon pricing), industry calls for exemptions. Industry claims that a price on carbon will increase costs, putting them at a competitive disadvantage and that production will shift to a country with no carbon pricing, thus increasing global emissions. This suggests that carbon pricing will cause jobs to be lost through a loss of competitiveness and global emissions to increase through carbon leakage. If these assertions are true, then policy makers may need to, for example, subsidize threatened industries and apply border tax adjustments to equalize the carbon price. These claims can now be tested thanks to the EU’s Emissions Trading System (ETS). Industry does not appear to have left the EU, although industry has received generous subsidies [101]. Global emissions, conversely, have increased substantially but few would claim this is due to the EU ETS [1]. Does ana lysis of the EU ETS and global emission development provide any insight into how to manage carbon leakage in a world of unequal carbon prices? Global emissions have grown substantially in the last decade, primarily due to the emergence of China as a global power [1]. Detailed studies show that approximately a third of Chinese emissions are due to the production of exported products representing up to a half of the growth in Chinese emissions [2]. In terms of carbon leakage, the key issue is whether this growth is partially due to carbon pricing. The growth of Chinese exports destined for the EU, the USA and developing countries has been similar [2], which indicates that climate policy is not the cause of Chinese growth, otherwise the differential climate policies would presumably cause differential growth patterns. Studies on carbon leakage due to the EU ETS show that leakage is small overall, despite being important in some industries in some locations [101]. Confirming this are studies that show that environmental regulations do not drive investment decisions [3]. The available evidence suggests, therefore, that current carbon leakage is negligible. Yet, the rapid changes in international trade show that a significant share of the growth in emissions in countries without carbon pricing occurs in order to meet consumption in countries with carbon pricing. This apparent contradiction can be resolved by taking a more holistic view of carbon leakage [4]. Carbon leakage, by its nature, is a component of international trade and great care is needed to separate the share of international trade that is due to carbon leakage [5]. From a broader perspective, one may first ask how international trade affects the distribution of greenhouse gas emissions between countries [6] and then ask the much harder question on what share of that is due to climate policy [5]. Based on this broader perspective, carbon leakage can be defined in two ways [4,7]:","[""abstract""]"
"154186792","10.1111/j.1467-8462.2012.00709.x","1978768088","Policy Uncertainty About Australia's Carbon Price: Expert Survey Results and Implications for Investment","2012","30","Australia's carbon‐pricing policy remains in doubt due to a lack of bipartisan political support. A survey of Australian‐based carbon‐pricing experts demonstrates profound policy uncertainty: 40 per cent of respondents expect the current carbon‐pricing mechanism to be repealed, but 80 per cent expect that there will be a carbon price in 2020. The forward price curve is U‐shaped and has great variance, with the 60 per cent confidence interval spanning from zero to A$25/t in 2020. Carbon policy uncertainty causes large excess costs in Australia's energy sector and may result in delay and diversion of investment.","[""abstract"",""title""]"
"154205613","10.1080/14693062.2011.600844","2036376984","Do border measures have a role in climate policy?","2011","13","International progress in pricing carbon under the United Nations Framework Convention on Climate Change (UNFCCC) has slowed down considerably. There are a number of reasons for this, including the United States’ failure to enact Federal cap-and-trade climate legislation, the uncertainty about global climate governance after 2012, as well as the economic crisis and the increasing level of public debt. However, national carbon pricing under the European Union’s Emissions Trading Scheme (EU ETS) will continue, and other regions and countries (e.g. California, Australia, China and South Korea) are developing or considering applying similar approaches by means of taxes or allowances. A major concern for policy makers is that such unilateral policies are faced with claims about the risk of decreasing national industrial competitiveness and increasing carbon leakage in a globalized world. This concern was evident in the draft US national cap-and-trade system, which included the application of border adjustments to ensure that jobs are not outsourced to countries that do not have adequate climate policy measures (EPA, 2009). In the EU ETS also, the inclusion of importers into the scheme is an option that might address these concerns, and such border measures have been debated repeatedly (EurActiv, 2010). The existence of carbon pricing in a world of unequal participation will keep alive the debate on the interface between trade and climate policy, as well as potential measures (e.g. tariffs) to reduce the relocation of emissions to countries without such a policy. Making any sense of the debate requires a fundamental distinction to be understood between:","[""abstract""]"
"154220621","10.1080/14693062.2005.9685538","2008621450","Price determinants in the EU emissions trading scheme","2005","164","Abstract Emissions trading is the key policy instrument for dealing with increasing greenhouse gas emission levels. Through the establishment of a market for trading of emission allowances, companies in the EU must implement carbon management strategies, as their emissions will become either an asset or a liability. The emerging carbon market shows evidence of increasing activity levels and a number of new players will enter the market in the near future. What parameters must the players in the market consider when trying to assess the impact of future carbon prices? This article analyses a number of key factors that will influence the price of emission allowances in the EU emissions trading system in the 2005–2007 period, including: policy and regulatory issues; market fundamentals, including weather and production levels; together with technical indicators. While overall allocation sets the starting point for the market, it is shown that other factors, such as the impact of weather on power demand and relative fuel prices, will be driving prices in the short- to medium-term. The article provides a starting point for understanding the dynamics of emissions trading.","[""abstract""]"
"154286405","null","2172792733","Out of the Bunker: Time for a fair deal on shipping emissions","2011","4","International shipping is a major – and rapidly growing – source of greenhouse gas emissions. Agreement to apply a carbon price to shipping can both reduce emissions and raise funds for climate change adaptation and mitigation in developing countries. This paper shows that doing so is possible while ensuring developing countries face no net costs. COP17 in Durban, South Africa at the end of 2011 provides an opportunity to agree the key principles of such a deal.","[""abstract""]"
"154301550","null","2181671976","Assessing the effects of using a share of carbon price revenues for targeted tax reform","2011","3","Important Disclaimer CSIRO advises that the information contained in this publication comprises general statements based on scientific research. The reader is advised and needs to be aware that such information may be incomplete or unable to be used in any specific situation. No reliance or actions must therefore be made on that information without seeking prior expert professional, scientific and technical advice. To the extent permitted by law, CSIRO (including its employees and consultants) excludes all liability to any person for any consequences, including but not limited to all losses, damages, costs, expenses and any other compensation, arising directly or indirectly from using this publication (in part or in whole) and any information or material contained in it. Assessing the effects of using a share of carbon price revenues for targeted tax reform","[""abstract"",""title""]"
"154321911","10.2139/ssrn.2286233","2169114974","Mixing it Up: Power Sector Energy and Regional and Regulatory Climate Policies in the Presence of a Carbon Tax","2013","4","A carbon tax will interact with other policies that are intended to reduce carbon dioxide emissions and encourage clean sources of energy and energy efficiency. This paper examines these policy interactions. A well-designed carbon tax can be an efficient instrument for reducing emissions, yet whether it will be implemented in an efficient manner is uncertain. A legislatively determined tax may not fully reflect up-to-date scientific and economic information. Behavioral and institutional factors suggest that a tax may not have its fully intended effect. These considerations suggest that climate policy should and will continue to be a complex mix of regulations at various levels of government, even with a carbon price. Nonetheless, the possibility of unintended interactions among policies remains. The role for policies to encourage renewables and energy efficiency depends on the stringency of the carbon tax and presence of externalities related to technological learning and the energy efficiency gap.","[""abstract""]"
"154348190","10.1080/09640568.2014.940515","2072992774","An experimental study to explore WTP for aviation carbon offsets: the impact of a carbon tax on the voluntary action","2015","23","As Australia recently introduced a mandatory carbon price, this paper provides a rare perspective of how such institutional changes influence consumer preferences for voluntary climate action. When examined using three contingent valuation questions, the results show that the compliance mechanism induces a substantial reduction in the number of air travellers who are willing to pay extra for voluntary carbon offsets and in the payment amount, although the crowding-out effect is incomplete. A disproportionately larger welfare benefit is attached to the carbon offsets for a domestic flight than its international counterpart. Overall empirical findings advocate the continued role of voluntary programmes.","[""abstract""]"
"154354494","10.1177/103530461202300102","2095440289","Rationales for Additional Climate Policy Instruments under a Carbon Price","2012","28","The plan to introduce a carbon pricing scheme in Australia has focused attention on the future relevance and necessity of using other policy instruments to reduce carbon emissions. Significant reports, including the Wilkins Review and reports by the Productivity Commission, have argued using the standard neoclassical economics framework that once a carbon price is established, it should be (almost) the only instrument needed to tackle climate change mitigation in Australia. With a small number of exceptions for complementary instruments to address some market failures, the use of other climate policy instruments, it is argued, will result only in unnecessary duplication and potential distortions. The aim of this article is to show that there are, in fact, a significant number of rationales for implementing several climate policy instruments in combination with a carbon price, and we should not be too quick to dismiss certain climate policy instrument combinations.","[""abstract"",""title""]"
"154370905","null","2101917851","Distributional Impacts of Carbon Pricing Policies in the Electricity Sector","2009","18","null","[""title""]"
"154397133","null","2158592063","Sustainability Planning for Baxter International Inc. Climate Change Policies in the UK","2014","0","Introduction Large, multinational companies like Baxter International Inc. (Baxter) are increasingly exposed to costs and risks related to climate change policy. The government regulations aimed at curbing greenhouse gas emissions are evolving with significant spatial, temporal, and logistical variability. The resulting uncertainty presents a challenge to businesses attempting to develop climate change strategies that align with performance goals and stakeholder expectations. Through active engagement, low-regret choices, and sustainability initiatives, leading companies have been able to reduce costs and even create business opportunities in the short-term. However, the potential value to managing long-term carbon emissions-related costs and opportunities remains largely untapped. This study seeks to evaluate future policy possibilities in order to inform long-term strategic investments and decisions that will allow global companies to better manage these risks and possibly gain a competitive advantage. The research focuses specifically on the future consequences of emission management systems in the United Kingdom. Recognized for the advanced state of its carbon tax and trading schemes, the UK is a useful case study for evaluating the impacts to business and anticipating future outcomes in other countries. The UK is also an important manufacturing and customer base for Baxter. The effects of carbon pricing will be felt throughout the value chain, from increased costs of supplies, to higher energy costs, to demands for energy efficient products and services. This study focused on the policy implications for Baxter's manufacturing plants for several reasons: Baxter is accountable for plant emissions; carbon pricing will translate directly to increase plant operating costs; plant emissions are directly controllable; and plant energy use represents a significant portion of Baxter's emissions and costs. The study quantifies the price effects of long-term climate change policies in the UK on electricity and natural gas, which are the primary sources of energy and emissions for manufacturing facilities. Projections of alternative "" policy scenarios "" are developed to examine the price implications if policies are more or less stringent than currently expected. The projections also include wholesale energy price sensitivity, which greatly influence electricity and gas prices, and have significant future uncertainty. The electricity and gas prices are projected to 2030 using an Excel model developed for this study. The model is also designed to replicate Baxter manufacturing plant conditions in order to project costs and 4 greenhouse gas emissions at the plant level. By controlling various inputs, the model allows users to estimate the long-term consequences …","[""abstract""]"
"154400600","10.1017/S1074070800004399","2145517281","Modeling Interactions of a Carbon Offset Policy and Biomass Markets on Crop Allocations","2011","5","Arkansas cropping pattern changes at the county level were estimated under various scenarios involving a likely decline in water availability, the development of a biomass market for renewable energy production, and the potential of a widely used carbon offset market. These scenarios are analyzed separately and jointly to determine which of the three scenarios is expected to have the largest impact on net (emissions - sequestration) greenhouse gas (GHG) emissions, renewable fuels feedstock supply, and producer net returns. Land use choices included conventional crops of rice, cotton, soybean, corn, grain sorghum, pasture, and hay. Specialty crops of loblolly pine and switchgrass were modeled for their respective potential to sequester carbon and provide feedstock for renewable fuels. GHG emissions were measured across an array of production methods for each crop. Soil and lumber carbon sequestration was based on yield, soil texture, and tillage. Using the concept of additionality in which net GHG emissions reductions compared with a baseline level were rewarded at a carbon price of $15 per ton along with $40 per dry ton of switchgrass, baled at field side, revealed that irrigation restrictions had the largest negative impact on producer net returns while also lowering net GHG emissions. Introducing the higher carbon price led to minor positive income ramifications and greatly reduced net GHG emissions. Biomass production returns were higher than the returns from the carbon offset market, however, at the cost of greater net GHG emissions. The combination of all factors led to a significant increase in switchgrass and pine production. In this scenario, approximately 16% of the total income losses with lower nonirrigated yields were offset with returns from biomass and carbon markets. Lowest statewide net GHG emissions were achieved given least irrigation fuel use and a greater than 15% increase in carbon sequestration with pine and switchgrass.","[""abstract""]"
"154411300","10.1016/J.JCLEPRO.2013.06.056","2089575937","The impact of carbon pricing on a closed-loop supply chain: an Australian case study","2013","170","null","[""title""]"
"154448714","10.2139/SSRN.2295213","2110698966","A Climate Diplomacy Proposal: Carbon Pricing Consultations","2013","5","The Doha climate talks in December 2012, wrapped up lines of negotiation that were begun years before in Bali. Negotiators resolved contentious questions about the future of the Kyoto Protocol and finally put the constraints of the Bali agenda behind them. Now they need turn to developing by 2015 a new agreement under the United Nations Framework Convention on Climate Change (UNFCCC) to cover the post-2020 period. In order to make concrete progress on climate policy there is a need to establish a Carbon Pricing Consultation (CPC) process, which would be a detailed, pragmatic, and ongoing discussion of the implementation details of domestic cap-and-trade and GHG taxes. Though carbon pricing generally been considered to be a national-level policy?to be adopted at the discretion of individual governments?the paper argues that a CPC process would provide an opportunity for negotiators, as well as the administrators of national pricing policies, to discuss how to induce, practically and efficiently, the broad economic shifts required to de-couple emissions and economic activity. This paper makes the argument for focusing on carbon pricing in the international negotiations and offers a way forward in that process.","[""abstract"",""title""]"
"154480542","10.1177/103530461202300101","2075592589","Carbon Markets: Inherent Limitations and Complementary Policies","2012","3","Over the last two decades, carbon pricing - particularly the use of carbon markets - has become a prominent environmental policy option for controlling greenhouse gas emissions. Orthodox economic theory suggests that carbon markets are the least-cost method of achieving emission reductions, and governments in Europe, New Zealand, and now Australia have introduced carbon pricing schemes with faith that this will transform their economies and meet global emission targets. A number of other states and countries are also considering or developing their own national schemes including California, China, Japan, South Korea and Brazil.","[""abstract""]"
"154486409","10.18352/IJC.96","2155963051","Payments for environmental services – Carbon finance options for smallholders’ agroforestry in Indonesia","2009","21","Up to 25 percent of all anthropogenic greenhouse gas emissions are caused by deforestation, and Indonesia is the third largest greenhouse gas emitter worldwide due to land use change and deforestation. On the island of Sulawesi in the vicinity of the Lore Lindu National Park (LLNP), many smallholders contribute to conversion processes at the forest margin as a result of their agricultural practices. Specifically the area dedicated to cocoa plantations has increased from zero (1979) to nearly 18,000 hectares (2001). Some of these plots have been established inside the 220,000 hectares of the LLNP. An intensification process is observed with a consequent reduction of the shade tree density. This study assesses which impact carbon sequestration payments for forest management systems have on the prevailing land use systems. Additionally, the level of incentives is determined which motivates farmers to desist from further deforestation and land use intensification activities. Household behaviour and resource allocation is analysed with a comparative static linear programming model. As these models prove to be a reliable tool for policy analysis, the output can indicate the adjustments in resource allocation and land use shifts when introducing compensation payments. The data was collected in a household survey in six villages around the LLNP. Four household categories are identified according to their dominant agroforestry systems. These range from low intensity management with a high degree of shading to highly intensified systems with no shade cover. At the plot level, the payments required for inducing the adoption of more sustainable land use practices are the highest for the full shade cocoa agroforestry system, but with low carbon prices of €5 tCO2e-1 these constitute 5 percent of the cocoa gross margin. Focusing on the household level, however, an increase up to 18 percent of the total gross margin can be realised. Furthermore, for differentiated carbon prices up to €32 tCO2e-1 the majority of the households have an incentive to adopt the more sustainable shade intensive agroforestry system. Additionally, the results show that the deforestation activities of most households could be stopped with current carbon prices.","[""abstract""]"
"154496071","10.1016/J.APENERGY.2010.06.017","2079117566","Carbon price volatility: Evidence from EU ETS","2011","147","null","[""title""]"
"154531768","10.1080/14616688.2012.675581","2091950464","Critical Issues in Air Transport and Tourism","2013","91","Abstract The paper is a review of current issues and literature on air transportation as it is related to tourism. It focuses on three salient issues facing international commercial air transport and their resulting implications for global tourist flows. First, the wider aeropolitical environment is reviewed. This is followed by a review of recent developments in airline operations. Finally, the issue of carbon pricing on aviation is addressed. On the basis that tourism and air transport are intricately linked, the paper advocates for forward planning by tourism destinations that include reviews of the external operating environments faced by airlines. This, as it is argued, will assist with securing accessibility and connectivity.","[""abstract""]"
"154544215","10.1017/S107407080000465X","2162514887","Incentivizing Net Greenhouse Gas Emissions Reductions in Rice Production: The Case of Arkansas Rice","2013","6","U.S. rice industry producers face pressure from consumers, suppliers, and the government to reduce the greenhouse gas (GHG) emissions associated with rice (Oryza sativa L.) production. Arkansas rice cultivar-specific net GHG emissions information allows models of paddy rice emissions. Baseline levels of profit, yield variance, and GHG emissions are established using extension data. Varietal selection is then optimized to maximize profits and minimize GHG emissions, both constrained and unconstrained by baseline yield variance. Carbon abatement functions are estimated to examine the effects of hypothetical carbon prices on varietal selection.","[""abstract""]"
"154566562","10.1016/J.ENPOL.2012.11.011","2126921291","The impact of future carbon prices on CCS investment for power generation in China","2013","38","null","[""title""]"
"154571003","10.3763/cpol.2009.0010","2074569332","Policing carbon: design and enforcement options for personal carbon trading","2010","30","Different approaches have been suggested for extending the reach of carbon trading into the whole economy by including the emissions resulting from individual consumption of energy. The most radical suggestions involve granting emissions rights to individuals—known as ‘personal carbon trading’ (PCT). A taxonomy is provided of various proposed design options along with consideration of the previously neglected issue of who surrenders the emissions rights and how this is enforced. PCT relies on an enforcement system in which the penalty level determines the price at which constrained actors will breach the cap. Breaching the cap may require a ‘safety valve’ option to cap carbon prices at politically acceptable levels. This could weaken the argument that PCT guarantees certainty of the environmental outcome. Enforcement is examined for three sets of actors: primary fuel suppliers (upstream), suppliers of final energy (midstream), and the final users themselves (downstream). The choice leads to very different consequences for the design and political economy of the resulting carbon markets. Although upstream enforcement is relatively straightforward, it would not lead to the strong involvement of individuals in carbon markets. Midstream enforcement could encourage more citizen engagement, but cannot guarantee it. Downstream enforcement through end-users would be administratively complex and is politically unlikely.","[""abstract""]"
"154612678","null","2169025420","The Distribution of Total Greenhouse Gas Emissions by Households in the UK, and Some Implications for Social Policy","2011","84","This paper maps the distribution of total direct and embodied emissions of greenhouse gases by households in the UK and goes on to analyse their main drivers. Previous research has studied the distribution of direct emissions by households, notably from domestic fuel and electricity, but this is the first to cover the indirect emissions embodied in the consumption of food, consumer goods and services, including imports. To study total emissions by British households we link an input-output model of the UK economy to the UK Expenditure and Food Survey. Results are presented as descriptive statistics followed by regression analysis. All categories of per capita emission rise with income which is the main driver. Two other variables are always significant: household composition, partly reflecting economies of scale in consumption and emissions in larger households, and employment status. This 'standard' model explains 35% of variation in total emissions, reflecting further variation within income groups and household types. We also compute the distribution of emissions derived from the consumption of welfare state services: here, lower income and pensioner households 'emit' more due to their greater use of these services. To take further account of the social implications of these findings, we first estimate emissions per £ of income. This shows a reverse slope with emissions per £ rising as one descends the income scale. The decline with income is especially acute for domestic energy, housing and food emissions, 'necessary' expenditures with a lower income elasticity of demand. Next, we move away from per capita emissions by assuming children under 14 emit half that of adults, which reduces disparities between household types. To implement personal carbon allowances, further research will be needed into the carbon allowances of children and single person households. Current government policies to raise carbon prices mainly in domestic energy are found to be especially regressive, but tracking total carbon consumption within a country would require radical changes in monitoring carbon flows at national borders. In the meantime, poorly targeted policies to compensate 'fuel poor' families should give way to more radical 'eco-social' policies, such as house retrofitting, coupled with 'social' tariffs for domestic energy.","[""abstract""]"
"154641714","10.1146/ANNUREV-ENVIRON-032112-095222","2166416869","Carbon Dioxide Capture and Storage: Issues and Prospects","2014","135","Almost 20 years ago, the first CO2 capture and storage (CCS) project began injecting CO2 into a deep geological formation in an offshore aquifer. Relevant science has advanced in areas such as chemical engineering, geophysics, and social psychology. Governments have generously funded demonstrations. As a result, a handful of industrial-scale CCS projects are currently injecting about 15 megatons of CO2 underground annually that contribute to climate change mitigation. However, CCS is struggling to gain a foothold in the set of options for dealing with climate change. This review explores why and discusses critical conditions for CCS to emerge as a viable mitigation option. Explanations for this struggle include the absence of government action on climate change, economic crisis–induced low carbon prices, public skepticism, increasing costs, and advances in other options including renewables and shale gas. Climate change action is identified as a critical condition for progress in CCS, in addition to commu...","[""abstract""]"
"154665855","null","2171012408","Carbon price as renewable energy support ? Empirical analysis on wind power in denmark","2012","3","Empirical analysis on wind energy in Denmark is used to quantify the impact of the various support policies in place in the last decade and infer the carbon price that would lead to the same level of deployment under the hypothesis of revenue certainty equivalence. Probit analysis on monthly data is used to test the impact of electricity price and support policies on the observation of new turbine connections to the grid. The support level is the dominant factor while the impact of the past electricity price is limited. A feed-in tariff regime significantly brings in more wind energy than a fixed premium. No difference between the impacts of a variable and a fixed premium is found. The probability of new connections as a function of the support level and the policy type is used to give an indication of the carbon price level that would support similar renewable deployment.","[""abstract"",""title""]"
"154682966","10.1093/OXREP/GRP026","2043929540","Developing transport infrastructure for the Low Carbon Society","2009","15","For the UK and other advanced economies the transition to a genuinely Low Carbon Society is a major undertaking. Within transport, changes to vehicle and aircraft technology are likely to be the key drivers of this change, underpinned by a more consistent and comprehensive approach to carbon pricing. Infrastructure investment is likely to be needed to cater for travel growth, but this should be on the basis that improvements in carbon efficiency outweigh the upward pressure of growth on emissions. A radical shift in the power supply for road transport to support electric vehicles could also have significant infrastructure requirements, and there will be potentially significant 'soft' investment requirements associated with improved traffic management, travel information systems, and road pricing. Road pricing and an extension of carbon pricing--particularly to aviation--create income flows which may help to fund transport infrastructure development in a world of constrained public finances. Copyright 2009, Oxford University Press.","[""abstract""]"
