,query_appears_in_title,nacsos_id,wos_id,title,authors,abstract,doi,pubyear
25,False,5283033.0,WOS:000649645800007,Improving the performance of calcium looping for solar thermochemical energy storage and CO2 capture,,"Concentrating solar thermal (CST) technologies for power production can play a major role in the future portfolio of renewable energies. Limestone calcination/carbonation (Calcium Looping (CaL)), is an appealing reaction whose integration with CST is widely investigated for thermochemical energy storage (TCES) and carbon capture and storage/utilization (CCSU). Experimental data under realistic CST conditions/reactors currently lacks, since most of the experimental activities have been performed in thermogravimetric analyzers. In this study, CaL-CST integration was investigated in a lab-scale directly irradiated fluidized bed reactor, able to mimic the operating conditions required for industrial implementation of the technology. Three different techniques to improve the performance of CaL-CST for TCES and CCSU were investigated: i) lowering of calcination temperature; ii) precalcination; iii) use of dolomite instead of limestone. Experimental results revealed that all the strategies moderately improve system performance. After 20 cycles, depending on the technique applied, the mean carbonation degree ranges within 28.1-37.1% (TCES) and 15.3-18.7% (CCSU) with limestone, and values 61.5% (TCES) and 36.7% (CCSU) with dolomite. Figures of energy storage density are less sensitive to the different techniques, as pay for the lower calcination temperature (limestone), or for the presence of an inert MgO fraction (dolomite). Corresponding values range within 941-1065 MJ m(-3) (TCES) and 777-872 MJ m(-3) (CCSU), for loose-packed conditions. N-2-physisorption analyses revealed that the increased reactivity arises from better microstructural properties in terms of specific surface. Optimal choice among the different strategies should consider the intrinsic peculiarities of each investigated technique.",10.1016/j.fuel.2021.120791,2021.0
26,False,5283032.0,WOS:000685124800018,Enhanced carbon capture and storage in depleted sandstone reservoirs using silica nanofluids,,"The main challenges impairing widespread carbon capture implementation are the high costs of CO2 purification and storage. CO2 utilization in form of enhanced oil recovery fluid has the potential to make the technique economically viable. Hence in this study, the absorption potential of synthetic flue gas (20% CO2 and 80% N2) was investigated in single-step silica nanofluids of varying wt% (0.05 and 0.1) using the standard pressure-decay method. The inclusion of silica nanoparticles (NPs) was found to majorly improve the gas absorption over the base fluids (water and 1000 ppm PAM), which is highly beneficial for carbon storage. Significantly, a higher NP wt% was found to be more conducive for higher gas absorption. The carbonated water was then used as a mobility control agent for flue gas storage inside a synthesized porous media which mimicked a depleted oil reservoir. The injection of gas solvated fluids was beneficial for higher oil recovery. Based on this study, it was established that gas solvated water significantly improved oil recovery and gas storage which was directly proportional to the amount of gas solvation. The performed work is anticipated to have great applicability in the carbon capture and utilization in enhanced oil recovery. (c) 2020 Elsevier Ltd. All rights reserved. Selection and peer-review under responsibility of the scientific committee of the International Conference on Innovations in Clean Energy Technologies.",10.1016/j.matpr.2020.08.782,2021.0
27,False,5283031.0,WOS:000687707000005,Adsorption of Carbon Dioxide for Post-combustion Capture: A Review,,"Aiming at meeting the global goals established for carbon dioxide (CO2) reduction, carbon capture and storage (CCS) plays a key role. In this framework, the adsorption-based CO2 post-combustion capture is considered one of the most promising approaches because it can provide remarkable energy savings with respect to the standard amine-based absorption capture. To date, most of the research effort has been devoted to the development of novel cutting-edge adsorbent materials with the primary purpose of enhancing the adsorption capacity and lifetime while reducing the heat of adsorption, thus lessening the energetic requirement of the sorbent regeneration. Anyway, other factors, beyond the sorbents, greatly affect the competitiveness of the CO2 capture based on the adsorption route, namely, the gas-solid contacting system, impacting the sorbent utilization efficiency, and the regeneration strategies, determining most of the global CO2 capture costs. This review describes the state-of-the-art and most recent progresses of the adsorption-based CO2 post-combustion capture. In particular, the first section describes the CO2 adsorption performances of different classes of solid sorbents on the basis of the most important evaluation parameters (equilibrium adsorption capacity, multi-cyclic stability, etc.). In the second section, the two main gas-solid contacting systems, i.e., fixed beds and fluidized beds, have been reviewed, pointing out their strengths and limitations. Finally, the third section provides a review on the different regeneration modes (temperature, pressure, or hybrid swings), with a focus on the possible strategies available to limit the energy penalty.",10.1021/acs.energyfuels.1c01618,2021.0
28,False,5283030.0,WOS:000730088500003,Analysis and evaluation of the energy saving potential of the CO2 chemical absorption process,,"Carbon Capture and Storage (CCS) plays an important role in dealing with global warming, while the high energy consumption of CO2 separation is the critical gap interfering with the development and deployment of CCS. The aim of this work is to identify the energy saving potentials of different CO2 separation technical measures from the level of thermodynamic principles. The energy saving mechanism of these two technical measures is investigated through analysis of energy consumption and exergy destruction distributions and further disclosed by the Energy Utilization Diagram (EUD) method. The results indicate that the relative importance of absorbent innovation and process upgrading will change for emission sources with different CO2 concentrations. Absorbent innovation is more sensible for emission sources with higher CO2 concentrations, while the role of process upgrading will be enhanced for low-concentration sources. Moreover, absorbent innovation can affect the reboiler duty from the perspective of both energy quantity and energy quality, while process upgrading mainly affects the energy amount of the reboiler duty. Through comparison of diverse absorbents, the results indicate that the field is still in the key stage of absorbent innovation for current chemical absorption technology. Upon transition to lower reboiler (<2.5) duty and lower IAP (<1.5), process upgrading can be expected to be a more effective and faster way to save energy than absorbent innovation.",10.1016/j.ijggc.2021.103486,2021.0
29,False,4777044.0,WOS:000670702800027,A comprehensive review of biomass based thermochemical conversion technologies integrated with CO2 capture and utilisation within BECCS networks,,"The future of the global environment is at threat due to global warming and climate change primarily driven by greenhouse gas emissions. Bioenergy with carbon dioxide capture and storage/utilisation (BECCS/U) through its CO2 negative emission capacity is considered a principal component of global mitigation strategies as agreed in the Paris climate change agreement. In this study, the current global status and efforts to implement BECCS systems are comprehensively reviewed. The potential for thermochemical conversion processes (combustion, gasification, pyrolysis, and liquefaction) to manifest within BECCS systems is analysed, in addition to their integration potential with carbon dioxide capture methods. Outcomes suggest that gasification and combustion processes when integrated with CO2 capture and storage (CCS), within combine heat and power (CHP) configurations, biomass integrated gasification combine cycle (BIGCC) and chemical looping cycle (CLC) are mature technologies. Furthermore, this review indicates that pyrolysis and liquefaction process are commercial and lab-scale respectively. When integrated within BECCS systems, pyrolysis systems are at the pilot level and liquefaction processes are at lab scale. Moreover, a comprehensive discussion on the negative emission potential from various BECCS configurations is provided, highlighting their role in advancing bio-refineries through waste management and conversion to value-added products such as biochar, ethanol, bio diesel etc. The pyrolysis process has CO2 mitigation potential of 2.2 GtCO(2)/year by 2020-2050. Finally, an insight into the commercial barriers and future perspectives of BECCS technologies, role of international supply chains therein, and the need for effective stakeholder management to facilitate BECCS systems within global trade.",10.1016/j.resconrec.2021.105734,2021.0
30,False,5283029.0,WOS:000741798200001,A technical turning point-based framework to optimize CO2 EOR-storage: Capacity dynamics of Brownfield Residual Oil Zones,,"Residual Oil Zones (ROZs) contains considerable oil at residual saturation underlying Main Pay Zones (MPZs), which renders its development challenging in conventional manner. Enhanced oil recovery (EOR), for example, CO2 injection is therefore introduced. This technique unleashes the potentials of ROZs in terms of EOR and carbon storage. In field-scale simulation regard, although some researchers have investigated the effects of several operational variables such as well pattern, perforation interval, injection mode and injection strategy, on CO2 EOR-storage performances, no published work attempts to reveal the EOR-storage capacity dynamics/variations of Brownfield ROZ reservoir upon its development. By addressing the questions: (1) when to start considering ROZ expansion beyond MPZ; (2) the timing when to perform ROZ expansion that could maximize the profit; (3) whether ROZ expansion always benefits the project; (4) what development strategy is more favorable given a certain CO2 availability, this paper reveals the incentives of when to include ROZ into CO2 EOR-storage project beyond MPZ in development strategy regard. Based on the envisioned technical turning point where ROZ outperforms MPZ assuming propensity to oil production, novel performance metrics-ROZ oil production critical point (ROZ-OPCP) and ROZ opportune oil production trade-off point (ROZ-OOPTP), are brought up to technically optimize the development strategy design of Brownfield ROZ reservoir, upon which a resultant designing framework is established. The concepts and framework are envisioned to facilitate development strategy configurations, narrow down the target range for optimization, reduce the cost of trial-and-error and therefore promote the Carbon Capture and Storage (CCS). Simulation study also provides following insights on CO2 EOR-storage in Brownfield ROZ reservoir: (1) above ROZ-OPCP, the development of ROZ beyond MPZ is technically feasible under moderate and sufficient CO2 supply case since positive surpluses in EOR-storage are observed. Project could benefit most from sequential and simultaneous MPZ-ROZ development under moderate and sufficient CO2 supply case, respectively; (2) ROZ expansion without considerable CO2 availability and opportune timing could technically and economically impair the project, and ROZ-OOPTP needs to be considered herein; (3) Designing CO2 injection scenarios requires compromises. e.g., Higher injection rate in ROZ increases CO2 storage and brings forward the peak EOR-storage performance, while the lower injection rate prolongs the desirable EOR-storage performance; (4) The envisioned technical turning point and the CO2 EOR-storage capacity dynamics may strongly depend on original quality of ROZ and the current usage of MPZ, and less usage would lead to later occurrence of technical turning point.",10.1016/j.petrol.2021.109889,2022.0
31,False,5283028.0,WOS:000711394500007,Carbonation of steelmaking slag presents an opportunity for carbon neutral: A review,,"An ambitious goal has been set to limit global temperature increase within 1.5 degrees C above pre-industrial levels. Iron and steel industry as one of the main industrial sectors, has always been accompanied by high energy input and high carbon dioxide emissions. Carbon capture and storage is one of the important technologies for the iron and steel industry to achieve deep reduction of emissions. Economic and effective material for carbon dioxide sequestration is still a problem that needs to be solved. In order to meet the challenges of the future, the feasibility of using steelmaking slag to promote carbon neutral in the iron and steel industry is discussed in this study. The present work systematically reviews the carbonation of steelmaking slag from three aspects: the carbonation processes and mechanism of steelmaking slag; the effect of operational conditions on carbon dioxide sequestration ratio and reaction rate; and carbon dioxide sequestration capacity of different types of steelmaking slag. The results show that steelmaking slag has a great potential for carbon dioxide sequestration, which can reduce almost 12-17 % of carbon dioxide emissions from the iron and steel industry. Moreover, challenges faced by the use of steelmaking slag for carbon dioxide sequestration and the prospects for the utilization of carbonated steelmaking slag are summarized.",10.1016/j.jcou.2021.101738,2021.0
32,False,5283027.0,WOS:000620263700002,"Transformation technologies for CO2 utilisation: Current status, challenges and future prospects",,"To prevent global warming and climate change caused by CO2 emissions, the Intergovernmental Panel on Climate Change (IPCC) recommends lowering CO2 emissions to limit the global temperature to 1.5 degrees C. In addition to carbon capture and storage (CCS) technologies, there is a growing interest to explore CO2 utilisation. Several review papers exist in the literature either focusing on one or two CO2 transformation technologies or covering only experimental studies. This review paper addresses the gap by classifying CO2 transformation technologies and looking at products from CO2 conversion. It reviews experiment and modelling/simulationbased studies for CO2 biological and chemical conversion processes to assess their technical barriers. A detailed analysis of their technology readiness level, cost, market and environmental benefits are also elaborated. Finally, the research trend and projects for CO2 transformation technologies worldwide as well as the key challenges hindering their commercial deployments are carefully outlined. The analysis of the research trend shows a significant increase in research for CO2 utilisation with hydrogenation and electrochemical reduction being the most studied technologies since 2016. 53% of the projects are laboratory projects whereas, only 14% account for commercial projects. There is currently no commercial project for plasma catalysis, photochemical, electrochemical and non-photosynthetic technologies. The USA holds the highest number of 45 projects including 8, 6, 10 and 21 commercial, demonstration, pilot and laboratory projects, respectively. The development of improved catalysts and process intensification techniques are highly needed for successful scale-up of CO2 transformation technologies.",10.1016/j.cej.2020.128138,2021.0
33,False,5283026.0,WOS:000615252300001,Energy-effective carbon dioxide capture and storage design in hydrogen production from liquefied natural gas,,"To solve the problems of excessive CO2 emission and low resource utilization, which exist in the original hydrogen production process that occurs in an oil refinery, the original natural gas steam reforming process is improved by proposing a new coupled energy-effective hydrogen production process from liquefied natural gas (LNG) with a CO2 capture and storage (CCS) unit; this is based on the background that the oil refinery takes the LNG of the adjacent receiving station as feedstock to produce hydrogen products. The newly designed process recovers the high-grade cold energy released by the raw LNG during gasification to liquefy the CO2 generated in the process, which achieves energy integration to the greatest extent and improves the energy utilization efficiency. Meanwhile, the unreacted raw gas is recycled to improve the resource utilization. Moreover, to obtain the optimal operating parameters of the new process for further evaluation of its advantages, the global optimization model with the optimal overall economic benefit as the objective function is established and the best-operating conditions for the new process with optimal economic benefit are obtained. The result of the energy analysis of the thermodynamic process indicates the exergy efficiency of the new process reaches 60.14%. Compared with the original process, even though the total energy consumption of the new process is increased, the economic benefit still grows by 123.6 million CNY/year owing to the increasing of CO2 product benefit with a high recovery rate of 99.5% in the hydrogen production process and an overall CO2 recovery rate of 69.72%. This study can provide theoretical references for the design and actual production of the hydrogen production process from natural gas.",10.1002/er.6470,2021.0
34,False,4950893.0,WOS:000702270900045,Biomass Combustion Fly Ash-Derived Nanoporous Zeolites for Post-Combustion Carbon Capture,,"Achieving negative CO2 emissions via the combustion of sustainable biomass - known as bioenergy with carbon capture and storage - is inherently linked to the co-production of a significant amount of potentially hazardous waste combustion fly ash. Valorisation of this solid waste stream presents obvious economic, social, and environmental incentives within the context of waste utilisation and environmental protection. However, the origin of the biomass (the regional plantation) used during the combustion, dictates the physicochemical properties of this solid residue, making it suitable for specific applications while rendering it less favourable for others. In this study, a nanoporous zeolite as a CO2 adsorbent has been synthesised from industrial-grade biomass combustion fly ash generated in one of the largest biomass combustion power plants in the UK. The method of nanoporous zeolite synthesis follows a fusion-assisted hydrothermal procedure and the produced nanoporous zeolite has been characterised by X-ray diffraction. The CO2 adsorption investigations were conducted via thermogravimetric analysis to estimate the uptake capacity of the prepared adsorbents. TGA studies suggest that the nanoporous adsorbent, run under 100 mol% CO2 at atmospheric pressure, has an equilibrium capacity of over 0.8 mmolCO(2)/g at 50 degrees C. The characterisation results are in good agreement with our CO2 adsorption data, demonstrating the nanoporous structure of our synthesised waste-derived zeolites.",10.1109/NANO51122.2021.9514342,2021.0
35,False,5283025.0,WOS:000730112800001,A polymeric suspension of amine functionalized silica nanoparticles derived from Moonj grass for the carbon capture and storage applications,,"Herewith, amine functionalization of low cost support from a novel and sustainable source has been entrenched to improve the carbon dioxide (CO2) capture efficiency. The support used is silica nanoparticles (SNPs), derived from a commonly available weed grass namely, Moonj (Saccharum munja L.). The amine functionality was anchored over the SNPs's surface to obtain amine-functionalized SNPs (AFSNPs) using one step process. The SNPs and AFSNPs were characterized with FTIR, XRD, SEM, TEM, and BET to confirm the structural and textural properties. Subsequently, AFSNPs were suspended in a polymeric solution of 1000 ppm hydrolyzed polyacrylamide (HPAM) forming an AFSNP-HPAM nano-fluid. The nano-fluid remained stable for over 21 days and no sign of sedimentation was observed. Increasing the AFSNPs's concentration in the nano-fluid increased the viscosity of the nano-fluid while increasing the amine loading over SNPs did not much affect the base viscosity. The nano-fluid showed improved CO2 absorption property for AFSNPs over SNPs. This improved CO2 absorption property can be attributed to the synergy between polymer and AFSNPs. The inclusion of the AFSNPs in the polymer matrix also enhanced thermal stability of polymer at high temperatures. Thus, the utilization of these AFSNPs is proposed in subsurface applications for effective carbon utilization and storage.",10.1080/10601325.2021.2013727,
36,False,4812553.0,WOS:000655589800020,Climate change impacts of introducing carbon capture and utilisation (CCU) in waste incineration,,"Amending municipal solid waste incineration (MSWI) with carbon capture and utilisation (CCU) can simultaneously lower the climate change impacts of incineration and supply carbon for a range of uses. However, life cycle assessment (LCA) shows that technology choices and the benefits of CCU applied to MSWI depend on the energy system in which the MSWI operates throughout its lifetime, and on the markets for the CCU products. Carbon capture reduces up to 50% of the energy recovery of MSWI. We assessed different energy system scenarios, ranging from fossil- to non-fossil based. Direct utilisation of the captured CO2 is beneficial only on a local basis when substituting fossil-based CO2 (-700 kg CO2-eq/tonne waste), with benefits similar to carbon capture and storage. Hydrogenation of CO2 with the purpose of producing feedstock chemicals or fuels such as methane, methanol, dimethyl ether (DME) and formic acid provides much higher benefits (-2000 kg CO2-eq/tonne waste), but only in non-fossil-based energy systems, due to the dramatically high consumption of electricity (more than 6000 kWh/tonne waste). Use as feedstock chemicals provides more benefits than use as fuels, and CCU solutions focusing on methanol and DME are the most promising technologies. Although built on scarce and early-development data, the analysis highlights current crucial issues, at both the technological and system levels, for the future introduction of CCU in MSWI. (C) 2021 Elsevier Ltd. All rights reserved.",10.1016/j.wasman.2021.03.046,2021.0
37,False,3865530.0,WOS:000547215500001,Chemical looping combustion with nanosize oxygen carrier: a review,,"This paper reports latest advancement on oxygen carriers (OCs) and effect of particle size from micro- to nanoscale in chemical looping combustion (CLC). CLC is basically a carbon capture and storage technology with the objective to reduce carbon dioxide emission from fossil fuel-based power plants, and it has the potential to reduce the global warming. Attention has been drawn toward utilization of nanosize-based oxygen carrier for bulk application. CLC is a novel technology for combustion of fossil fuels that avoids dilution of carbon dioxide (CO2) with flue gases. Performance of CLC system depends upon redox reactivity and stability of oxygen carrier particles at high operating temperature. Oxides of metals like nickel, iron, copper, and mixed metals have also been discussed. Tendency of discussed nano-OC to agglomerate and stability at high temperature can be addressed by the use of suitable inert support materials. Reactivity of oxygen carrier increases with decreasing particle sizes from micro- to nanosize. Recent developments in nanosized oxygen carriers can be exploited for application. The challenges associated with nanosize oxygen carriers are stabilization and agglomeration at temperature above 600 degrees C. Different techniques have been proposed and investigated to overcome challenges. Various metal/metal oxide pair has been evaluated for its oxygen bearing capacity, stability, and resistance to agglomeration. Stability and agglomeration of nanosize oxygen carrier at temperature above 700 degrees C is an open issue.",10.1007/s13762-020-02840-8,2021.0
38,False,4947485.0,WOS:000719348000001,Assessing Uncertainties of Life-Cycle CO2 Emissions Using Hydrogen Energy for Power Generation,,"Hydrogen and its energy carriers, such as liquid hydrogen (LH2), methylcyclohexane (MCH), and ammonia (NH3), are essential components of low-carbon energy systems. To utilize hydrogen energy, the complete environmental merits of its supply chain should be evaluated. To understand the expected environmental benefit under the uncertainty of hydrogen technology development, we conducted life-cycle inventory analysis and calculated CO2 emissions and their uncertainties attributed to the entire supply chain of hydrogen and NH3 power generation (co-firing and mono-firing) in Japan. Hydrogen was assumed to be produced from overseas renewable energy sources with LH2/MCH as the carrier, and NH3 from natural gas or renewable energy sources. The Japanese life-cycle inventory database was used to calculate emissions. Monte Carlo simulations were performed to evaluate emission uncertainty and mitigation factors using hydrogen energy. For LH2, CO2 emission uncertainty during hydrogen liquefaction can be reduced by using low-carbon fuel. For MCH, CO2 emissions were not significantly affected by power consumption of overseas processes; however, it can be reduced by implementing low-carbon fuel and waste-heat utilization during MCH dehydrogenation. Low-carbon NH3 production processes significantly affected power generation, whereas carbon capture and storage during NH3 production showed the greatest reduction in CO2 emission. In conclusion, reducing CO2 emissions during the production of hydrogen and NH3 is key to realize low-carbon hydrogen energy systems.",10.3390/en14216943,2021.0
39,False,4685431.0,WOS:000650186000001,Current Developments of Carbon Capture Storage and/or Utilization-Looking for Net-Zero Emissions Defined in the Paris Agreement,,"An essential line of worldwide research towards a sustainable energy future is the materials and processes for carbon dioxide capture and storage. Energy from fossil fuels combustion always generates carbon dioxide, leading to a considerable environmental concern with the values of CO2 produced in the world. The increase in emissions leads to a significant challenge in reducing the quantity of this gas in the atmosphere. Many research areas are involved solving this problem, such as process engineering, materials science, chemistry, waste management, and politics and public engagement. To decrease this problem, green and efficient solutions have been extensively studied, such as Carbon Capture Utilization and Storage (CCUS) processes. In 2015, the Paris Agreement was established, wherein the global temperature increase limit of 1.5 degrees C above pre-industrial levels was defined as maximum. To achieve this goal, a global balance between anthropogenic emissions and capture of greenhouse gases in the second half of the 21st century is imperative, i.e., net-zero emissions. Several projects and strategies have been implemented in the existing systems and facilities for greenhouse gas reduction, and new processes have been studied. This review starts with the current data of CO2 emissions to understand the need for drastic reduction. After that, the study reviews the recent progress of CCUS facilities and the implementation of climate-positive solutions, such as Bioenergy with Carbon Capture and Storage and Direct Air Capture. Future changes in industrial processes are also discussed.",10.3390/en14092406,2021.0
40,False,5283024.0,WOS:000667097700001,Heterogeneous catalysts for the hydrogenation of amine/alkali hydroxide solvent captured CO2 to formate: A review,,"Carbon capture and utilization technology is one of the medium-term technology options to reduce CO2 emissions while producing value-added fuels and chemical products. The integrated CO2 capture and hydrogenation process is an encouraging replacement to the conventional decoupled CO2 capture and hydrogenation process, which allows direct utilization of captured CO2 thus eliminating the energy-intensive CO2 desorption and compression steps in the typical carbon capture and storage (CCS) process. The hydrogenation of captured CO2 in amine/alkali hydroxide solvents is the key step to attain the integrated CO2 capture and hydrogenation process. Considering the lack of timely review on the topic of hydrogenation of amine/alkali hydroxide solvent captured CO2 to formate in the presence of heterogeneous catalysts, a summary of such process with different capturing solvents and heterogeneous catalyst were critically summarized and briefly reviewed in the current paper. The main goal of this review is to provide fundamental insights and guidance for the future design of heterogeneous catalysts for the hydrogenation of captured CO2 in amine/alkali metal hydroxide-based solvents. Future research directions to advance the process of hydrogenation of captured CO2 were also recommended. (c) 2021 Society of Chemical Industry and John Wiley & Sons, Ltd.",10.1002/ghg.2101,2021.0
41,False,5213422.0,WOS:000760881300002,Closing the Carbon Cycle with Dual Function Materials,,"Carbon dioxide (CO2) is one of the most harmful greenhouse gases, and it is the main contributor to climate change. Its emissions have been constantly increasing over the years due to anthropogenic activities. Therefore, efforts are being made to mitigate emissions through carbon capture and storage (CCS). An alternative solution is to close the carbon cycle by utilizing the carbon in CO2 as a building block for chemicals synthesis in a CO2 recycling approach that is called carbon capture and utilization (CCU). Dual function materials (DFMs) are combinations of adsorbent and catalyst capable of both capturing CO2 and converting it to fuels and chemicals in the same reactor with the help of a coreactant. This innovative strategy has attracted attention in the past few years given its potential to lead to more efficient synthesis through the direct conversion of adsorbed CO2. DFM applications for both postcombustion CCU and direct air capture (DAC) and utilization have been demonstrated to date. In this review, we present the unique role DFMs can play in a net zero future by first providing backgrounds on the types of CCU methods of varying technological maturity. Then, we present the developed applications of DFMs such as the synthesis of methane and syngas. To better guide future research efforts, we place an emphasis on the connection between DFM physiochemical properties and performance. Lastly, we discuss the challenges and opportunities of DFM development and recommend research directions for taking advantage of their unique role in a low-carbon circular economy.",10.1021/acs.energyfuels.1c02729,2021.0
42,False,4926147.0,WOS:000613038700001,Role of negative emissions technologies (NETs) and innovative technologies in transition of Japan's energy systems toward net-zero CO2 emissions,,"This paper explores the role of negative emissions technologies (NETs) in energy systems, bioenergy with carbon capture and storage (BECCS) and direct air capture (DAC) with geological carbon storage (DACCS) in particular, using a bottom-up energy system model TIMES-Japan that participated in the 35th study of the Stanford Energy Modeling Forum (EMF 35 JMIP) focusing on the energy transitions for the long-run climate goals. Modeling results show that large-scale deployment of NETs is essential to achieve the net-zero vision of Japan's long-term strategy, however, these NETs might not be enough in the case of the highest energy service demands. Within the feasible solution space, earlier deployment of BECCS with domestic biomass can contribute effectively to achieve the target with the support of the DACCS at the later period if both technologies are available. It shows feasible results without DACCS only in the lowest energy service demands, implying the importance of urgent research, development, and deployment of DACCS. Furthermore, this study shows that earlier deployment of DAC system with CO2 utilization in fuel production is a cost-effective way to lead the large-scale deployment of the DAC as NETs.",10.1007/s11625-021-00908-z,2021.0
43,False,5283023.0,WOS:000639137400004,Solid oxide semi-closed CO2 cycle: A hybrid power cycle with 75% net efficiency and zero emissions,,"This paper presents a new hybrid cycle based on the integration between a pressurized solid oxide fuel cell (SOFC) and a semi-closed regenerative intercooled Brayton cycle using a CO2-rich stream as the working fluid. Nearly pure oxygen is used as oxidant for both the Brayton cycle combustor and the fuel cell. The cycle is conceived to produce electricity while capturing 100% of the produced CO2 using natural gas or other fuels suitable for SOFC fuel cells. If the maximum cycle pressure is above the CO2 critical pressure, the semi-closed Brayton cycle becomes a supercritical CO2 cycle with the related efficiency advantages. In this work, the cycle is modelled with Aspen Plus and its design variables are optimized to find the maximum electric efficiency using an ad-hoc optimization approach. In the case study assessed (natural gas thermal input of 500 MW), the optimized cycle, working at 40 MPa with a cooled expander, achieves an outstandingly high efficiency of 75.7% (LHV basis) with CO2 capture. The sensitivity analysis shows that similar efficiency values can be achieved even with less challenging operating conditions for both the Brayton cycle and fuel cell (maximum cycle pressure of 27.5 bar, uncooled turbine and fuel utilization factor of the fuel cell equal to 0.75).",10.1016/j.apenergy.2021.116711,2021.0
44,False,4937977.0,WOS:000699311600001,Health Risk and Environmental Assessment of Cement Production in Nigeria,,"The cement manufacturing industry has played a fundamental role in global economic development, but its production is a major facilitator to anthropogenic CO2 release and solid waste generation. Nigeria has the largest cement industry in West Africa, with an aggregate capacity of 58.9 million metric tonnes (MMT) per year. The Ministry for Mines and Steel Development asserts that the nation possesses total limestone deposits of around 2.3 trillion MT with 568 MMT standing as established reserves and 11 MMT used. Cement industries are largely responsible for releasing air pollutants and effluents into water bodies with apparent water quality deterioration over the years. Air pollution from lime and cement-producing plants is seen as a severe instigator of occupational health hazards and work-related life threats, negatively affecting crop yields, buildings, and persons residing in the vicinity of these industries. World Bank observed in 2015 that 94% of the Nigerian populace is susceptible to air pollutants that surpass WHO guidelines. In 2017, World Bank further reported that 49,100 premature deaths emanated from atmospheric PM2.5, with children beneath age 5 having the greatest vulnerability owing to lower respiratory infections, thereby representing approximately 60% of overall PM2.5-induced deaths. Cement manufacturing involves the significant production of SO2, NOx, and CO connected to adverse health effects on humans. Sensitive populations such as infants, the aged, and persons having underlying respiratory ailments like asthmatics, emphysema, or bronchitis are seen to be most affected. Consequently, in addressing this challenge, growing interests in enacting carbon capture, usage, and storage in the cement industry is expected to alleviate the negative environmental impact of cement production. Still, no carbon capture technology is yet to achieve commercialization in the cement industry. Nonetheless, huge advancement has been made in recent years with the advent of vital research in sorption-enhanced water gas shift, underground gasification combined cycle, ammonium hydroxide solution, and the microbial-induced synthesis of calcite for CO2 capture and storage, all considered sustainable and feasible in cement production.",10.3390/atmos12091111,2021.0
45,False,5283022.0,WOS:000637968700001,Thermodynamic analysis of chemical looping coupling process for coproducing syngas and hydrogen with in situ CO2 utilization,,"This study proposed a novel chemical looping coupling system for coproducing syngas and hydrogen with in situ CO2 utilization. It integrates chemical looping combustion, chemical looping reforming, CO2-H2O co-splitting, hydrogen production and air oxidation using CH4 as fuel and iron oxide as oxygen carrier. In this process, syngas and H-2 purification, in addition to CO2 capture and storage are no longer necessary. It not only produces high-purity hydrogen and syngas without pollutants and greenhouse gas emissions, but realizes the sufficient utilization of feed and oxygen carriers. A detailed thermodynamic analysis of the proposed chemical looping coupling process was conducted by Aspen Plus. The effects of key parameters, such as feed ratio, temperature, and pressure in each reactor on the process performance were investigated in terms of the utilization of CH4, the yield and purity of syngas and hydrogen, and the oxygen carrier coupling. In addition, the energy balance was analyzed for the coupling system with heat exchanger network. Based on the established process model, we concluded that the preferable feed ratios in combustion, reforming, co-splitting, steam and air reactors were 4, 1, 0.4, 1.1 and 1.5, respectively. The preferable temperatures in the five reactors mentioned above were 900, 900, 850, 500 and 500 degrees C in sequence, and the preferable pressure was 1 atm in each reactor. Under these conditions, high-purity hydrogen (100%) and syngas (99% and 93% purity) with ideal H-2/CO ratio (similar to 2) could be obtained. The energy efficiency and exergy efficiency of this coupling system reached up to 90.54% and 72.04%, respectively.",10.1016/j.enconman.2021.113845,2021.0
46,False,5196463.0,WOS:000701829400006,A zero carbon emission CCGT power plant and an existing steam power station modernization scheme,,"CO2 emission reduction is one of the major challenges of the future. It is impossible to reject fossil fuels altogether, since renewable energy sources are insufficient to satisfy growing energy demands. Therefore, the creation of a fossil fuel power plant with zero carbon emission becomes an important task. In this work, a combined cycle gas turbine (CCGT) power plant with natural gas oxy-fuel combustion and pressurized heat recovery steam generator is presented. Flue gas water vapor condensation provides low-grade heat utilization and more than 97 % CO2 mass concentration in exhaust gases. The high purity of the captured CO2 simplifies further CO2 use. The evaluated efficiency is 51.6 % without considering the O-2 production and CO2 compression costs and 43.5 % if they are included. This plant can compete with the existing CCGT power plants considering the carbon pricing and CO2 capture and storage. The existing power station modernization scheme is proposed in this study. The plant efficiency increases by 8-11 % after modernization. The unification and localization possibility, low capital costs and mass production allow for this scheme in developing countries. The study is based on common Russian power plants and turbines. (C) 2021 Elsevier Ltd. All rights reserved.",10.1016/j.energy.2021.121570,2021.0
