,id,magId,oaiIds,doi,documentType,abstract,publisher,dataProviders,authors,lcase_ttl,pubyear,journal_name,issns
461,23129974,,['oai:publications.jrc.ec.europa.eu:jrc96206'],10.2791/822372,research,"this report presents the results of the quantitative assessment of  the impact on the petroleum refining sector of legislative measures, identified in the process of european commission's analysis and stakeholder consultations as being of significant relevance for petroleum refineries, and as such included in the mandate of the fitness check. this quantitative assessment took into account the impact of the legislation on costs and revenues of the eu petroleum refining industry and therefore on its capacity to remain internationally competitive. 
this analysis, mostly of a quantitative nature, was accompanied where possible and relevant by a qualitative assessment in accordance with the commission's general approach to fitness checks . in particular, the report analysed how coherently and consistently the eu legislation, identified as relevant for the sector, works together, whether it is effective and efficient, and whether it is associated with excessive regulatory burdens, overlaps, gaps, inconsistencies or obsolete measures. since this fitness check addressed a specific industry sector rather than a policy area, it had a specific focus on the cumulative impact, effectiveness, efficiency and coherence of the measures with respect to the oil refining sector.
as stated in the mandate of the fitness check, the analysis in this report was retrospective and concentrated on the impact of the relevant legislation on the petroleum refining sector in the period between 2000 and 2012.jrc.j.5-sustainable production and consumptio",publications office of the european union,['https://api.core.ac.uk/v3/data-providers/961'],"[{'name': 'LUKACH RUSLAN'}, {'name': 'MARSCHINSKI ROBERT'}, {'name': 'BAKHTIEVA DILYARA'}, {'name': 'MRAZ MARIAN'}, {'name': 'TEMURSHOEV UMED'}, {'name': 'EDER Peter'}, {'name': 'DELGADO SANCHO Luis'}]",eu petroleum refining fitness check: impact of eu legislation on sectoral economic performance,2015,,['1831-9424']
462,59014248,,['oai:run.unl.pt:10362/14560'],,,"the project of writing to a fictional portuguese-speaking queen on the crises proceeding since 2008 builds on letters to queen elizabeth written by the british academy and was first published in 2013. this expanded edition signals greater awareness of the complementarity between economic potential and cultural legacy in the community of portuguese-speaking countries (cplp) insofar as its members, observers and their areas of economic integration encompass the globe.
the edition is dedicated to the memory of manuel jacinto nunes, who supported the project as dean of the economics section at the lisbon academy of science.

the cover shows a crown with nine cplp flags as jewels in the shape of a 7 rising from the waves. the waves of lusophonia appear far gentler than poe’s maelstrom, reproduced in the back flap.

this material, inserted in the proceedings published on iict’s 130th anniversary, is used at novasbe through its center for globalization and governance (cg&g).sociedade de desenvolvimento da madeira (sdm",center for globalization and governance at nova school of business and economics,['https://api.core.ac.uk/v3/data-providers/1958'],"[{'name': 'Braga de Macedo, Jorge'}]",writing to queens while crises proceed: in memory of manuel jacinto nunes,2015,,
463,25771242,,['oai:ueaeprints.uea.ac.uk:56836'],,thesis,"the first industrial city (ic) in saudi arabia was established in jeddah; it is now suffering from serious environmental problems. environmental management systems (emss) represent an internationally recognised tool developed to provide a systematic, self-monitoring approach for making continual improvements to all the environmental aspects of a business in line with local environmental regulations and standards.

this research critically investigates the scope of the implementation of emss in this ic, which necessarily entails assessing the efforts of the presidency of meteorology and environment (pme), which is the government agency responsible for environmental protection. this research also details the barriers and possible environmental benefits to be derived from ems implementation. these objectives are achieved through a multi-method case study research design, involving questionnaires, semi-structured interviews and document analysis. 183 organizations (32% of all organizations in the ic) participated in the questionnaires, and two sets of interviews were conducted: 14 with environmental managers in the ic, and 12 with officials from various relevant government agencies.

the results show that the basic requirements of ems are inadequately implemented, and that awareness of environmental legislation (and compliance with it) is extremely limited. the most important barriers facing the implementation of emss in this ic include lack of enforcement of existing legislation and low levels of environmental awareness. the cost of implementing emss is a further important obstacle, particularly for small- and medium-sized organizations (smes). nevertheless, although the main motivations reported were economic, adopting an ems in full can result in measurably improved environmental performance, through reducing natural resource consumption (chiefly energy and water). those with an informal or partial ems also experience environmental benefits relative to those who have no form of ems. improvements to operational safety are another benefit to be derived from implementing emss. it also argues that the widespread adoption of ems could greatly assist the government in its drive toward sustainable development and improved management of natural resources.

accordingly, recommendations are provided to enhance the implementation of ems in the ic as well as to overcome the aforementioned obstacles in order to effect changes towards achieving sustainable development.

keywords: environmental management systems (emss); implementation of ems; sustainable development; environmental awareness; emss; ksa",,['https://api.core.ac.uk/v3/data-providers/124'],"[{'name': 'Alsiary, Waleed'}]","a critical investigation into the barriers and opportunities for environmental management systems ‘emss’ implementation for the delivery of environmental benefits to the industrial city in jeddah, ksa.",2015,,
464,125728228,,['oai:theses.ncl.ac.uk:10443/2883'],,,"phd thesisenergy has become an important issue for governments, communities and individuals, as concerns about energy prices, security of supply and climate change increase. community scale low carbon energy systems could play an important role in future energy systems, but until recently uk government policy focussed on centralised energy systems. a number of rural communities elsewhere in europe have made transformational whole settlement transitions from fossil fuel dependent towards renewable powered energy systems; however, the number of these in the uk is limited.
using a case study approach of european and uk cases, this research examines: reasons why rural communities embark on journeys towards whole place energy self-sufficiency; what capacities are present and contributions of these on outcomes achieved; whether there are similarities or differences between europe and the uk and whether these are generalisable. european cases are examined using secondary and uk cases mainly primary data sources.
cases had varying rationales for embarking on whole settlement approaches to energy self-sufficiency. whilst these don’t appear to determine the degree of energy self-sufficiency achieved, a whole settlement approach was considered important. no cases achieved energy self-sufficiency, but most made significant progress towards this and the idea did function as a boundary object. a number of capacities were present across all the cases such as public funding for energy system delivery, some capacities were present in the majority of cases and there were differences in capacities between the european and uk cases including leadership by local government. if the uk is serious about whole place energy self-sufficiency there needs to be; a commitment to public funding and resolving whether local authorities at their current scale and resourcing can provide leadership, or if alternative forms of local governance need to be found",newcastle university,['https://api.core.ac.uk/v3/data-providers/4653'],"[{'name': 'Pringle, Rhona'}]",moving towards whole settlement energy self-sufficiency in rural communities,2015,,
465,37440841,,['oai:dspace.uevora.pt:10174/17772'],,thesis,"nesta tese de doutoramento apresentam-se os estudos de preparação, caracterização e funcionalização amínica em aerogéis de carbono para posterior aplicação em ensaios de adsorção/desadsorção de co2 a diferentes temperaturas.
inicialmente, descreve-se a produção de aerogéis orgânicos e de carbono, sob a forma livre de metal (dhbaf/h, dhbarf/h e rf/h) e dopados com metal (dhbaf/fe, dhbaf/ni, dhbarf/fe, dhbarf/ni, rf/fe e rf/ni) com diferentes percentagens de sólidos. numa outra linha foi sintetizado um novo tipo de aerogel, pela introdução de isocianato (homopolímero de diisocianato de 1,6-hexametileno). desta síntese resultou um aerogel de carbono macroporoso, rif. as propriedades estruturais dos aerogéis orgânicos e de carbono foram determinados por adsorção de nitrogénio a 77k e posterior tratamento pelos métodos de bet, dr, s, bjh e dft. uma selecção de aerogéis de carbono de forma livre de metal (dhbaf/h4, rf/h4 e rif) foi funcionalizada com amina primária (ampd), aminas com funcionalidade primária e secundária (peha, tepa, tpta, teta e deta), amina com funcionalidade primária, secundária e terciária (pei) e amina terciária (dabco). a funcionalização e o aumento da temperatura nos aerogéis de carbono mostraram um decréscimo da capacidade máxima de adsorção do co2. a avaliação cinética nos aerogéis de carbono não funcionalizados e funcionalizados foi determinada com base no modelo cinético de pseudo-primeira ordem de lagergren. o cálculo da energia de activação foi efectuado por aplicação da equação de arrhenius. observou-se que o processo de difusão das moléculas de co2 nos aerogéis de carbono não pode ser interpretado exclusivamente no apoio do volume poroso, porque também a largura da microporosidade parece exercer uma forte influência. observou-se também que o processo de funcionalização em aerogéis de carbono do tipo dhbaf/h4 e com a amina pei evidencia um comportamento cinético superior;      abstract: very high surface area carbon aerogels with amine surface functionality for the capture of carbon dioxide
this doctoral thesis presents the studies of preparation, characterisation and immobilisation of amines on carbon aerogels for subsequent application in adsorption/desorption of co2 at different temperatures.
initially, we describe the production of organic and carbon aerogels, in the metal free form (dhbaf/h, dhbarf/h and rf/h), and metal doped (dhbaf/fe, dhbaf/ni, dhbarf/fe, dhbarf/ni, rf/fe and rf/ni) with different percentages of solids. in addition, it was also possible to synthesise a new type of more robust aerogel by the introduction of isocyanate (homopolymer of 1, 6-hexamethylene diisocyanate). this resulted in a synthetic macroporous carbon aerogel, rif. the structural properties of the organic and carbon aerogels were determined by nitrogen adsorption at 77k and subsequent treatment by the bet, dr, s, bjh and dft methods. a selection of metal free carbon aerogels (dhbaf/h4, rf/h4 and rif) were functionalised with different type of amines: primary amine (dmpa), primary and secondary amines (peha, tepa, tpta, teta and deta), primary, secondary and tertiary amine (pei) and tertiary amine (dabco). functionalisation and an increase in the temperature of analysis of the carbon aerogels showed a decrease of the maximum co2 adsorption capacity. a kinetic evaluation of co2 adsorption by samples of functionalised and non-functionalised carbon aerogels was determined based on the lagergren pseudo-first order kinetic model. the activation energy was calculated from the arrhenius equation. the kinetic evaluation showed that the diffusion process of co2 molecules in carbon aerogels cannot be interpreted exclusively on pore volume, as the micropore width also seems to have a strong influence on the diffusion kinetics in these materials. in view of the results obtained, the process of immobilisation of amines in carbon aerogels type dhbaf/h4 and with pei amine resulted in samples with a more promising kinetic behaviour",universidade de evora,['https://api.core.ac.uk/v3/data-providers/1949'],"[{'name': 'Marques, Luísa Maria Leal da Silva'}]",aerogéis de carbono com área superficial muito elevada e funcionalidade superficial amínica para captura de dióxido de carbono,2015,,
466,42998250,,['oai:www.ros.hw.ac.uk:10399/2919'],,,"while global demand for energy is increasing, it is mostly covered by fossil energies, like oil and natural gas. principally composed of hydrocarbons (methane, ethane, propane...), reservoir fluids contain also impurities such as carbon dioxide, hydrogen sulphide and nitrogen. to meet the request of energy demand, oil and gas companies are interested in new gas fields, like reservoirs containing high concentrations of acid gases.
natural gas transport is done under high pressure and these fluids are also saturated with water. these conditions are favourable to hydrates formation, leading to pipelines blockage. to avoid these operational problems, thermodynamic inhibitors, like methanol or ethanol, are injected in lines.
it is necessary to predict with more accuracy hydrates boundaries in different systems to avoid their formation in pipelines for example, as well as vapour liquid equilibria (vle) in both sub-critical regions. phase equilibria predictions are usually based on cubic equations of state and applied to mixtures, mixing rules involving the binary interaction parameter are required. a predictive model based on the group contribution method, called ppr78, combined with the cubic – plus – association (cpa) equation of state has been developed in order to predict phase equilibria of mixtures containing associating compounds, such as water and alcohols.
to complete database for multicomponent systems with acid gases, vle and hydrate dissociation point measurements have been conducted.
the developed model, called gc-pr-cpa, has been validated for binary systems and applied for different multicomponent mixtures. its ability to predict hydrate stability zone and mixing enthalpies has also been tested. it has been found that the model is generally in good agreement with experimental data","energy, geoscience, infrastructure and society",['https://api.core.ac.uk/v3/data-providers/632'],"[{'name': 'Hajiw, Martha'}]",hydrate mitigation in sour and acid gases,2015,,
467,26609494,,['oai:pure.atira.dk:publications/dfca16a5-3c89-481e-a0bf-b41abc02476d'],,unknown,,dtu management engineering,['https://api.core.ac.uk/v3/data-providers/525'],"[{'name': 'Mischke, Peggy'}]","china's ""energy revolution"": measuring the status quo, modelling regional dynamics and assessing global impacts",2015,,
468,26441196,,"['oai:epic.awi.de:38826', 'oai:epic.awi.de:38852']",10.2312/gfz.lis.2015.003,research,"recent mobilisation of soil organic matter (som) in permafrost of the northern high latitudes is thought to have a significant impact on the carbon balance in the atmosphere. however, the environmental processes which influence som accumulation and remobilisation still need to be investigated more accurately.



this study investigates the quantity and quality of som on herschel island in the western canadian arctic in relation to various landscape characteristics. to reach this goal, soil moisture, total organic carbon (toc) and total nitrogen (tn) contents, stable carbon isotopes (∂¹³c) and toc/tn ratios (c/n) were determined on 128 samples from twelve sediment cores reaching up to 250 cm depth. drilling locations were chosen based on morphology, vegetation and soil properties and supported by satellite imagery and air photos.



seasonal thaw depths (active layer depths) correlate with ground disturbance and vegetation cover and lie between 20 and 100 cm. well-preserved som is accumulated in the active layer and subjacent ice-rich permafrost of wet polygonal tundra. uplands, hummocky tussock tundra and alluvial fans cover more than 50 % of the island and show heterogeneous som storage characteristics with considerable toc contents being limited to the active layer. disturbed areas with slope gradients greater than 6° show strong som degradation with low toc contents throughout the active layer and permafrost strata. linear regression and principal component analysis (pca) shows that a decreasing som content is driven by increasing ground disturbance and reduced vegetation cover. improved drainage decreases the preservation of som in the active layer. future deepening of the active layer because of increasing temperatures and ground disturbance will remobilise som stored in ice-rich permafrost. this might increase carbon dioxide and methane emissions from permafrost landscapes",gfz german research centre for geosciences,['https://api.core.ac.uk/v3/data-providers/391'],"[{'name': 'Baltruschat, Stefan'}, {'name': 'Fritz, Michael'}, {'name': 'Obu, Jaroslav'}, {'name': 'Lantuit, Hugues'}, {'name': 'Hinderer, Matthias'}]","soil organic matter characteristics in surficial permafrost sediments on herschel island, yukon territory, canada",2015,,
469,70464933,,['oai:repositories.lib.utexas.edu:2152/30393'],,thesis,"textamine degradation in aqueous amine scrubbing systems for capturing co₂ from coal fired power plants is a major problem. oxygen in the flue gas is the major cause of solvent deterioration, which increases the cost of co₂ capture due to reduced capacity, reduced rates, increased corrosion, solvent makeup, foaming, and reclaiming. degradation also produces environmentally hazardous materials: ammonia, amides, aldehydes, nitramines, and nitrosamines. thus it is important to understand and mitigate amine oxidation in industrial co₂ capture systems. a series of lab-scale experiments was conducted to better understand the causes of and solutions to amine oxidation. this work included determination of rates, products, catalysts, and inhibitors for various amines at various conditions. special attention was paid to understanding monoethanolamine (mea) oxidation, whereas oxidation of piperazine (pz) and other amines was less thorough. the most important scientific contribution of this work has been to show that amine oxidation in real co₂ capture systems is much more complex than previously believed, and cannot be explained by mass transfer or reaction kinetics in the absorber by itself, or by dissolved oxygen kinetics in the cross exchanger. an accurate representation of mea oxidation in real systems must take into account catalysts present (especially mn and fe), enhanced oxygen mass transfer in the absorber as a function of various process conditions, and possibly oxygen carriers other than dissolved oxygen in the cross exchanger and stripper. strategies for mitigating oxidative degradation at low temperature, proposed in this and previous work are less effective or ineffective with high temperature cycling, which is more representative of real systems. in order of effectiveness, these strategies are: selecting an amine resistant to oxidation, reduction of dissolved metals in the system, reduction of the stripper temperature, reduction of the absorber temperature, and addition of a chemical inhibitor to the system. intercooling in the absorber can reduce amine oxidation and improve energy efficiency, whereas amine oxidation should be considered in choosing the optimal stripper temperature. in real systems, 2-amino-2-methyl-1-propanol (amp) is expected to be the most resistant to oxidation, followed by pz and pz derivatives, then methyldiethanolamine (mdea), and then mea. mea oxidation with high temperature cycling is increased 70% by raising the cycling temperature from 100 to 120 °c, the proposed operational temperature range of the stripper. pz oxidation is increased 100% by cycling to 150 °c as opposed to 120 °c. metals are expected to increase oxidation in mea and pz with high temperature cycling by 40 - 80%. inhibitor a is not expected to be effective in real systems with mea or with pz. mdea is also not effective as an inhibitor in mea, and chelating agents diethylenetriamine penta (acetic acid) (dtpa) and 2,5-dimercapto-1,3,4-thiadiazole (dmct) are only mildly effective in mea. although mea oxidation in real systems cannot be significantly reduced by any known additives, it can be accurately monitored on a continuous basis by measuring ammonia production from the absorber. ammonia production was shown to account for two-thirds of nitrogen in degraded mea at low temperature and with high temperature cycling, suggesting that it is a reliable indicator of mea oxidation under a variety of process conditions. a proposed system, which minimizes amine oxidation while maintaining excellent rate and thermodynamic properties for co₂ capture would involve use of 4 m amp + 2 m pz as a capture solvent with the stripper at 135 °c, intercooling in the absorber, and use of a corrosion inhibitor or continuous metals removal system. reducing (anaerobic) conditions should be avoided to prevent excessive corrosion from occurring and minimize the amount of dissolved metals. this system is expected to reduce amine oxidation by 90-95% compared with the base case 7 m mea with the stripper at 120 °c.chemical engineerin",,['https://api.core.ac.uk/v3/data-providers/222'],"[{'name': 'Voice, Alexander Karl'}]",amine oxidation in carbon dioxide capture by aqueous scrubbing,2015,,
470,78617982,,['oai:dora.dmu.ac.uk:2086/12261'],,,"the requirement for affordable, secure and sustainable energy production is a pressing global challenge and the production of electricity with low carbon emissions is crucial. this usually entails large quantities of renewable energy generation, which is intermittent and often highly distributed throughout the electricity supply system. one of the proposed schemes to manage such generation is the smart grid, the transition to which forms the context for this research. 

the aim is to investigate the effect of certain psychological and social influences on the adoption of technology necessary to enable smart grids, in order to understand the implications for effective energy policy. in particular, the case of photovoltaic (pv) system adoption in the uk is studied. 

empirical data detailing pv installations registered for the feed in tariff is analysed in order to understand rates of adoption and how they vary across both time and space. this analysis is combined with a review of policy intervention and literature from psychology to understand drivers for adoption among householders. the results from this study are then used to inform the design of an agent based model of technology adoption within the smart grid context. the decision making of householders is modelled using an algorithm based on social 
cognitive theory. the model is used to simulate different conditions and generate adoption scenarios in order to understand the potential effects of different parameters on adoption rates. 

in order to combine the analysis resulting from these methods, the multi-level perspective on transition in socio-technical systems is used to understand how a transition to a smart grid could be described and how adoption of pv in the uk under the feed in tariff incentive fits into such a transition. 

the results show that whilst economic incentive policies have had success in some areas adoption is also dependent on many non-financial parameters. simulations show that the observability of adoption and the perceived inconvenience or urgency of adoption can have dramatic effects on rates of adoption, in some cases outweighing the rational economic effects of financial incentives. 

the implication for smart grid related policy is that non-financial factors should be taken into account as well as the more typical financial considerations in efforts to encourage adoption of necessary enabling technology by householders. the models developed could be used in further work to examine in detail adoption of other technologies such as smart home energy management systems and the interaction between adoption rates of multiple smart technologies.the initial 3 years of the phd were funded by a bursary from the engineering and physical sciences research council (epsrc) under grant number ep/go59969/1",institute of energy and sustainable development,['https://api.core.ac.uk/v3/data-providers/25'],"[{'name': 'Snape, J. Richard'}]",incorporating human behaviour in an agent based model of technology adoption in the transition to a smart grid,2015,,
471,34129461,,['oai:repositorium.sdum.uminho.pt:1822/38426'],,thesis,"tese de doutoramento - programa doutoral em engenharia industrial e sistemas (pdeis)the decision making process applied to the energy sector, particularly to the electricity sector, is complex and frequently
requires the use of optimization models to deal with problems in the scope of electricity planning. the continuous
growth of renewable energy sources (res) to generate electricity became sustainable over the last years. this growth
is justified by the increasing concerns related to the security of supply, the reduction of external energy dependency
of most european countries, including portugal, and the reduction of greenhouse gases emissions. despite of the
res benefits, their integration is characterized by the difficulties on forecasting and variable electricity output. these
difficulties bring considerable challenges to the electricity system management and to its planning.
this work is focused on the assessment of the res impacts on the electricity system and on its integration in the
long and short-term electricity planning. the main goals of this work are to analyse in which way the growth of res
can affect the electricity system and its power plants, and also to propose new optimization models for the strategic
planning of the electricity system, which are able to recognize and include res impacts. this will provide the decision
maker with tools that will support the design of long-term scenarios for the electricity sector.
according to the outlined goals, four different optimization models were developed. all models were tested for a
mixed hydro-thermal-wind power system, with characteristics close to the portuguese one. the first one was proposed
for the long-term strategic electricity power planning and a 10 years planning period was considered. its usefulness
was demonstrated by applying it for the analysis of the wind power integration in the electricity system. the second
one, with a short-term horizon, aimed to solve the problem of the commissioning of power plants based on the available
resources. the implementation of this model showed that modelling the electricity power systems requires a large
set of constraints and a large number of data and information, resulting in significant computational effort to obtain a
optimal solution. the development of a third model, a simplified approach of the short-term model, became therefore
necessary. as previously, both short-term model and its simplified approach were used for the analysis of the impacts of wind power in the electricity system and in the operation of the different power plants. the last model resulted
from the combination of the strategic electricity power planning model with the simplified model proposed for the
commissioning of the power plants. the goal of this fourth model is to allow the inclusion of res impacts in the design
of scenarios for the electricity system, for a 10 years planning period.
the models application demonstrated the need to acknowledge and include the impacts of res integration,
particularly wind power, on the strategic electricity expansion planning. throughout the work, the complexity of models
was evidenced along with the difficulties that non-experienced users may face when applying them. a user-friendly
platform enabling researchers and stakeholders to deal with electricity planning problems in a simpler but reliable way
was then proposed, resulting in an important contribution for the effective dissemination and usage of these models.a tomada de decisão no sector da energia, e em particular no sector da eletricidade, é uma atividade complexa, sendo
frequentemente suportada em modelos de otimização, para apoio à resolução de problemas relativos ao planeamento
elétrico. o crescimento da utilização das fontes de energia renováveis para a produção de eletricidade tem sido consistente
nos últimos anos, sendo este crescimento justificado pelas preocupações relativas à segurança do abastecimento,
passando por estratégias de diversificação de tecnologias e fornecedores, pela necessidade de redução da
dependência energética externa de diversos paises europeus, onde se inclui o caso português, e pelos objetivos de
redução dos gases com efeito de estufa. apesar dos seus benefícios, a integração das energias renováveis está frequentemente
associada à dificuldade de previsão da produção de eletricidade e à produção variável, trazendo assim
desafios consideráveis à gestão do sistema elétrico e ao seu planeamento.
este trabalho centra-se na avaliação dos impactos das energias renováveis nos sistemas elétricos e na sua
inclusão no planeamento elétrico de curto e longo prazo. tem assim como objetivos principais analisar de que
modo o crescimento das energias renováveis poderá afetar o sistema elétrico e as diferentes unidades produtoras,
bem como propor novos modelos de otimização para planeamento estratégico para o setor elétrico que permitam
reconhecer e incluir estes impactos, dotando assim o decisor de ferramentas que o possam apoiar da definição de
cenários estratégicos de longo prazo.
de acordo com os objetivos traçados, são apresentados quatro diferentes modelos de otimização. todos estes
modelos foram testados para um sistema elétrico com caracteristicas próximas do caso português, detacando-se as
componentes hídrica, térmica e eólica. o primeiro modelo visa o planeamento estratégico a longo prazo resultando na
apresentação e caracterização de cenários para o setor elétrico para um período de 10 anos, tendo sido demonstrada
a sua aplicação para a análise da integração da energia eólica no sistema. o segundo modelo utiliza um horizonte
temporal de curto prazo, tendo como objetivo apoiar a resolução do problema de comissionamento das unidades de geração eléctrica com base nos recursos disponíveis. a sua implementação demonstrou que a modelação dos
sistemas de geração de energia eléctrica pressupõe um conjunto de restrições e um elevado número de dados e
informações que resultam num esforço computacional significativo. desta forma, surgiu a necessidade de desenvolver
um terceiro modelo que consiste numa versão simplificada deste modelo de curto-prazo. ambos os modelos de curto
prazo, foram também utilizados para a análise dos impactos da energia eólica no funcionamento das diferentes
unidades de produção de eletricidade. o último modelo desenvolvido resulta da combinação do modelo estratégico
de expansão do sistema elétrico com o modelo aplicado ao problema do comissionamento das unidades de geração
eléctrica, tendo como objetivo ter em consideração os impactos das energias renováveis na definição de cenários
para o setor elétrico para um período de 10 anos.
da aplicação dos modelos fica demonstrada a importância de reconhecer e incluir no planeamento elétrico
estratégico de longo prazo os impactos resultantes da integração de fontes renováveis de energia de produção variável,
e em particular da energia eólica, nos sistemas elétricos. fica ainda evidente, a complexidade dos modelos e a
dificuldade de aplicação por utilizadores menos experientes. resulta por isso como uma importante contribuição, o
desenvolvimento de uma aplicação gráfica com interface amigável que deverá permitir a ampla disseminação dos
modelos desenvolvidos e sua adaptação a diferentes sistemas elétricos",,['https://api.core.ac.uk/v3/data-providers/2274'],"[{'name': 'Pereira, Sérgio Lima Barroso'}]",strategic planning of electricity systems: integrating renewable energies,2015,,
472,19578825,,['oai:archiv.ub.uni-heidelberg.de:18295'],10.11588/heidok.00018295,thesis,"electricity supply at present requires about 38% of the global primary energy demand and it is likely to rise further in the coming decades. facing major problems, such as limited resources of fuels and an ongoing anthropogenic climate change, a sustainable electricity supply based on renewable energies is absolutely vital. wind and solar power will play an extensive role in future supplies but require energy storage capacities to meet electricity demand.

to investigate the relationship of power plant mix and required energy storage capacity, a computer model based on global weather data has been developed to enable the simulation of electricity supply scenarios by up to ten different power plant types for various regions.



the focus of the investigation has been on the energy storage requirements of an electricity supply for europe by wind and solar power. the minimum required energy storage capacity for a totally weather dependent electricity supply occurs at a ratio of 30% wind and 70% photovoltaic (pv) power plant capacity installed. thus, the required energy storage capacity rises from a transition of to-day's electricity supply to the afore-mentioned 100% renewable wind and pv scenario exponentially to about 150 twh (3.8% of the annual electricity demand).

the installation of additional excess wind and pv power plant capacity was seen to be an efficient way to reduce the required energy storage. already 10% excess capacity lead to a reduction by 50% of the required storage capacity.

to use different storage technologies in an optimised way in terms of storage capacity and efficiency, the storage tasks can be separated into a daily and a seasonal usage. while the seasonal storage capacity has to be about two orders of magnitude larger than the required capacity of the storage for the daily cycle, the sum of stored energy during one year is almost equal for the long and short time storage.



in summary, an electricity supply by wind and pv power was shown to be completely feasible regarding the required energy storage capacity together with the required land area for power plants, and with electricity generating costs of 0.09 eur to 0.18 eur per kwh depending on the power plant mix, excess capacity, and storage investment costs",,['https://api.core.ac.uk/v3/data-providers/725'],"[{'name': 'Tröndle, Tobias Wolfgang'}]",development of a global electricity supply model and investigation of electricity supply by renewable energies with a focus on energy storage requirements for europe,2015,,
473,31138531,,['oai:brage.bibsys.no:11250/301562'],10.1016/j.ijggc.2015.07.003,thesis,,ntnu,"['https://api.core.ac.uk/v3/data-providers/1826', 'https://api.core.ac.uk/v3/data-providers/4786']","[{'name': 'Nina Enaasen Flø'}, {'name': 'Hanna Knuutila'}, {'name': 'Hanne Marie Kvamsdal'}, {'name': 'Magne Hillestad'}, {'name': 'Åkesson'}, {'name': 'Biliyok'}, {'name': 'Billet'}, {'name': 'Brúder'}, {'name': 'Bui'}, {'name': 'Bui'}, {'name': 'Cheng'}, {'name': 'Enaasen'}, {'name': 'Gáspár'}, {'name': 'Harun'}, {'name': 'Jayarathnaa'}, {'name': 'Kim'}, {'name': 'Kvamsdal'}, {'name': 'Kvamsdal'}, {'name': 'Kvamsdal'}, {'name': 'Kvamsdal'}, {'name': 'Karimi'}, {'name': 'Lawal'}, {'name': 'Lawal'}, {'name': 'Lawal'}, {'name': 'Lin'}, {'name': 'Luo'}, {'name': 'Metz'}, {'name': 'Nittaya'}, {'name': 'Nittaya'}, {'name': 'Panahi'}, {'name': 'Panahi'}, {'name': 'Pinto'}, {'name': 'Puxty'}, {'name': 'Reid'}, {'name': 'Sahraei'}, {'name': 'Tobiesen'}, {'name': 'Tobiesen'}, {'name': 'Xu'}]","post-combustion absorption-based co2 capture: modeling, validation and analysis of process dynamics",2015,,['1503-8181']
474,26169869,2115527466,"['oai:eprints.whiterose.ac.uk:90727', 'oai:research-information.bris.ac.uk:publications/5fb8e204-fac4-4917-8c24-6c82e1335e28', 'oai:generic.eprints.org:58917/core392']",10.1016/j.enpol.2015.01.020,unknown,"where costs or risks are higher, evidence is lacking or supporting institutions are less developed, policymakers can struggle to make the case for low-carbon investment. this is especially the case in developing world cities where decision-makers struggle to keep up with the pace and scale of change. focusing on palembang in indonesia, this paper considers the economic case for proactive investment in low-carbon development. we find that a rapidly growing industrial city in a developing country can reduce emissions by 24.1% in 2025, relative to business as usual levels, with investments of usd405.6 million that would reduce energy expenditure in the city by usd436.8 million. emissions from the regional grid could be reduced by 12.2% in 2025, relative to business as usual trends, with investments of usd2.9 billion that would generate annual savings of usd175 million. these estimates understate the savings from reduced expenditure on energy subsidies and energy infrastructure. the compelling economic case for mainstreaming climate mitigation in this developing country city suggests that the constraints on climate action can be political and institutional rather than economic. there is therefore a need for more effective energy governance to drive the transition to a low-carbon economy",elsevier,"['https://api.core.ac.uk/v3/data-providers/2610', 'https://api.core.ac.uk/v3/data-providers/4786', 'https://api.core.ac.uk/v3/data-providers/392', 'https://api.core.ac.uk/v3/data-providers/140', 'https://api.core.ac.uk/v3/data-providers/286']","[{'name': 'Colenbrander, S'}, {'name': 'Gouldson, A'}, {'name': 'Sudmant, A'}, {'name': 'Papargyropoulou, E'}]","the economic case for low carbon development in rapidly growing developing world cities: a case study of palembang, indonesia.",2015,,['0301-4215']
475,26163784,,['oai:etheses.whiterose.ac.uk:10585'],,,,university of sheffield conference proceedings,['https://api.core.ac.uk/v3/data-providers/139'],"[{'name': 'Karagianni, Eleftheria'}]",development of bond coat alloy(s) for ni based superalloys for low emission gas turbine technology for h2 rich syngas,2015,,
476,34333189,,['oai:archive.ugent.be:5876745'],,thesis,"a material can only be considered as a waste if it has no economic value. transforming waste products, that would normally end up in landfills, into raw materials and products that have economic value is one of the main goals in a zero waste mindset and one of the possibilities to ensure a sustainable future. this thesis focuses on a valorization route for steel slag and co2, two substances which are generally considered as waste products. when a compact of fine grained steel slag grains is exposed to pressurized co2, a carbonation reaction is triggered, which binds the grains together and allows to generate building blocks with a high compressive strength. the reactions associated with the carbonation process are an interplay between co2, water and minerals and take place in the pore space of the steel slag compact. the main focus of this work is to analyse the carbonatio",ghent university. faculty of sciences,['https://api.core.ac.uk/v3/data-providers/1493'],"[{'name': 'Boone, Marijn'}]",3d visualization of mineral carbonation : μct as a tool to understand pore scale processes,2015,,
